e513650891e9d0fadcddb25b09c8cec7201b3110,DELETE,regular-file,cert/mouse.center.cer,3445,
cb33eafeffe0ade2bf746dd5c26d35789ff307bc,DELETE,regular-file,cert/mouse.center.key,1675,
